process_name,avg_wait_time,avg_turnaround_time,context_switches
P594,129335.83838383839,129387.42592592593,596
P595,129484.86050420169,129536.39327731093,596
P596,129635.07382550335,129686.62248322148,596
P597,129786.47403685092,129837.94639865997,597
P598,129939.26923076923,129990.76086956522,598
P599,130093.61936560935,130145.12186978298,601
P600,130248.28833333333,130299.75833333333,601
P601,130404.27287853578,130455.79367720465,601
P602,130561.83720930232,130613.38704318937,603
P603,130720.65671641791,130772.25870646766,603
P604,130881.10927152318,130932.72185430463,605
P605,131042.7652892562,131094.4347107438,605
P606,131205.93234323434,131257.52640264027,606
P607,131370.77100494233,131422.41515650743,608
P608,131536.54769736843,131588.2417763158,608
P609,131704.30706075532,131756.0673234811,609
P610,131873.7967213115,131925.49672131147,611
P611,132044.04909983632,132095.71358428805,615
P612,132214.0816993464,132265.69607843139,618
P613,132382.72267536705,132434.37846655792,615
P614,132551.3680781759,132603.07817589576,614
P615,132721.67479674798,132773.45853658536,615
P616,132893.6883116883,132945.43506493507,618
P617,133066.34846029175,133118.05348460292,617
P618,133240.64724919095,133292.3203883495,620
P619,133415.67043618739,133467.41033925686,619
P620,133592.09677419355,133643.90806451612,620
P621,133770.38003220613,133822.23188405798,623
P622,133949.6463022508,134001.57395498393,622
P623,134130.09791332262,134181.94382022473,623
P624,134312.15544871794,134363.9951923077,626
P625,134495.0208,134546.8784,626
P626,134678.55750798722,134730.48881789137,626
P627,134863.93301435406,134915.92822966506,628
P628,135050.52866242037,135102.56528662422,629
P629,135238.49284578697,135290.49284578697,630
P630,135427.72857142857,135479.76507936508,631
P631,135618.0443740095,135670.1378763867,631
P632,135810.09018987342,135862.25316455695,632
P633,136003.92733017378,136056.15955766191,633
P634,136199.7523659306,136252.03154574134,636
P635,136396.0062992126,136448.24881889764,637
P636,136592.97955974843,136645.14779874214,637
P637,136791.0612244898,136843.23861852434,638
P638,136990.68495297804,137042.9184952978,638
P639,137192.04851330203,137244.31298904537,640
P640,137394.9390625,137447.2640625,640
P641,137599.6209048362,137651.90639625586,642
P642,137805.71183800622,137857.94548286605,643
P643,138013.16796267495,138065.33437013996,647
P644,138218.28881987577,138270.4704968944,645
P645,138424.9472868217,138477.13178294574,649
P646,138628.78792569658,138681.02476780186,646
P647,138834.26893353942,138886.53786707882,648
P648,139041.04166666666,139093.24691358025,650
P649,139247.50385208012,139299.73343605548,650
P650,139455.23384615386,139507.46307692307,651
P651,139664.37788018433,139716.58525345623,655
P652,139872.29601226994,139924.4463190184,662
P653,140075.7120980092,140127.8560490046,654
P654,140279.9235474006,140332.14067278287,654
P655,140485.47022900762,140537.64580152673,655
P656,140692.44969512196,140744.57926829267,656
P657,140900.81126331812,140952.94368340942,658
P658,141110.21732522798,141162.414893617,658
P659,141321.11987860393,141373.25037936267,659
P660,141533.6106060606,141585.79090909092,661
P661,141746.8532526475,141798.965204236,661
P662,141961.50302114803,142013.67824773415,662
P663,142177.89291101057,142230.10105580694,665
P664,142394.85993975904,142447.0512048193,665
P665,142613.25112781956,142665.48571428572,665
P666,142833.2147147147,142885.4144144144,668
P667,143053.29235382308,143105.49775112444,668
P668,143274.5224550898,143326.7005988024,671
P669,143496.0807174888,143548.21225710015,674
P670,143716.82686567164,143768.88805970148,683
P671,143930.32935916542,143982.45007451565,671
P672,144144.9330357143,144197.04613095237,673
