process_name,avg_wait_time,avg_turnaround_time,context_switches
P632,14182383.716772152,14183186.75,632
P633,14244455.996840442,14245260.303317536,634
P634,14306653.023659306,14307458.605678234,635
P635,14368605.866141733,14369412.722834645,635
P636,14430822.960691825,14431631.094339622,636
P637,14493548.854003139,14494358.26687598,637
P638,14556725.203761755,14557535.894984325,638
P639,14620241.647887323,14621053.615023473,639
P640,14684060.8703125,14684874.115625,640
P641,14748401.263650546,14749215.784711389,642
P642,14812715.697819315,14813531.495327102,642
P643,14877367.738724727,14878184.810264386,644
P644,14941905.394409938,14942723.742236026,644
P645,15006969.855813954,15007789.480620155,647
P646,15071399.910216719,15072220.809597524,646
P647,15136156.375579597,15136978.550231839,647
P648,15201374.390432099,15202197.839506174,648
P649,15266967.041602466,15267791.764252696,649
P650,15333221.090769231,15334047.089230768,651
P651,15399148.003072197,15399975.278033795,652
P652,15465177.180981595,15466005.731595092,652
P653,15531637.69525268,15532467.522205207,655
P654,15597211.785932722,15598042.886850152,654
P655,15663555.458015267,15664387.833587786,655
P656,15730133.195121951,15730966.844512194,656
P657,15796974.365296803,15797809.289193302,658
P658,15863987.352583587,15864823.54863222,658
P659,15931443.581183612,15932281.048558421,661
P660,15997954.954545455,15998793.692424243,660
P661,16065352.701966718,16066192.711043874,664
