process_name,avg_wait_time,avg_turnaround_time,context_switches
P369,37300.712737127375,39825.9783197832,370
P370,37444.04324324324,39968.06756756757,371
P371,37585.92452830189,40108.708894878706,372
P372,37728.846774193546,40250.3870967742,373
P373,37871.836461126004,40392.13404825737,374
P374,38015.32352941176,40534.3743315508,375
P375,38161.912,40679.72,376
P376,38307.03723404255,40823.60372340425,377
P377,38450.549071618036,40965.8726790451,378
P378,38597.3835978836,41111.46560846561,379
P379,38745.75461741425,41258.591029023744,380
P380,38892.71578947368,41404.30263157895,381
P381,39038.45669291339,41548.79527559055,382
P382,39184.64397905759,41693.73560209424,383
P383,39334.19060052219,41842.03133159269,384
P384,39485.049479166664,41991.643229166664,385
P385,39631.145454545454,42136.488311688314,386
P386,39778.90414507772,42282.997409326425,387
P387,39930.67958656331,42433.52196382429,388
P388,40082.31701030928,42583.907216494845,389
P389,40230.277634961436,42730.619537275066,390
P390,40380.26153846154,42879.35897435898,391
P391,40533.54219948849,43031.39641943734,392
P392,40687.413265306124,43184.02040816326,393
P393,40837.51908396946,43332.87531806616,394
P394,40987.47461928934,43481.57868020305,395
P395,41145.39746835443,43638.25316455696,396
P396,41300.61111111111,43792.21464646464,397
P397,41450.30226700252,43940.65491183879,398
P398,41607.37939698492,44096.477386934675,399
P399,41763.17042606516,44251.01754385965,400
P400,41918.055,44404.6525,401
P401,42073.456359102245,44558.807980049874,402
P402,42230.04228855721,44714.149253731346,403
P403,42388.7493796526,44871.61042183623,404
P404,42548.42821782178,45030.042079207924,405
P405,42702.52098765432,45182.88888888889,406
P406,42858.5,45337.620689655174,407
P407,43022.65356265356,45500.530712530715,408
P408,43182.79656862745,45659.42892156863,409
P409,43337.61369193154,45813.00488997555,410
P410,43496.69024390244,45970.836585365854,411
P411,43660.552311435524,46133.4501216545,412
P412,43823.48786407767,46295.14077669903,413
P413,43982.51573849879,46452.92736077482,414
P414,44145.5193236715,46614.688405797104,415
P415,44308.5421686747,46776.469879518074,416
P416,44473.105769230766,46939.79086538462,417
P417,44636.80335731415,47102.24460431655,418
P418,44798.90909090909,47263.10765550239,419
P419,44965.49164677804,47428.45107398568,420
P420,45134.445238095235,47596.1619047619,421
P421,45299.700712589074,47760.171021377675,422
P422,45465.67298578199,47924.89573459716,423
P423,45629.79669030733,48087.775413711584,424
P424,45802.10849056604,48258.84669811321,425
P425,45970.07294117647,48425.56705882353,426
P426,46135.44131455399,48589.68779342723,427
P427,46301.74238875878,48754.74004683841,428
P428,46475.18925233645,48926.93925233645,429
P429,46649.39627039627,49099.895104895106,430
P430,46814.611627906976,49263.85813953488,431
P431,46982.75174013921,49430.74245939675,432
P432,47160.78009259259,49607.51851851852,433
P433,47331.792147806,49777.274826789835,434
P434,47500.91474654378,49945.145161290326,435
P435,47672.418390804596,50115.4,436
P436,47850.38532110092,50292.12155963303,437
P437,48023.20594965675,50463.693363844395,438
P438,48196.682648401824,50635.91780821918,439
P439,48366.39179954442,50804.37813211845,440
P440,48544.420454545456,50981.156818181815,441
P441,48721.82993197279,51157.31292517007,442
P442,48896.02262443439,51330.24886877828,443
P443,49067.02708803612,51499.997742663654,444
P444,49247.826576576575,51679.53828828829,445
P445,49429.50786516854,51859.957303370786,446
P446,49601.88789237668,52031.07399103139,447
P447,49775.36689038031,52203.29082774049,448
P448,49961.70758928572,52388.37053571428,449
P449,50141.922048997774,52567.32516703786,450
P450,50316.51111111111,52740.65555555555,451
P451,50493.92682926829,52916.81374722838,452
P452,50681.70353982301,53103.33628318584,453
P453,50864.72406181016,53285.10154525386,454
P454,51041.779735682816,53460.90308370044,455
P455,51220.38461538462,53638.25054945055,456
P456,51409.995614035084,53826.603070175435,457
P457,51593.31072210066,54008.66083150985,458
P458,51770.969432314414,54185.0655021834,459
P459,51950.5816993464,54363.42047930283,460
P460,52143.9847826087,54555.56304347826,461
P461,52326.65726681128,54736.97830802603,462
P462,52506.74458874459,54915.81168831169,463
P463,52690.79049676026,55098.60475161987,464
P464,52880.7349137931,55287.293103448275,465
P465,53068.05376344086,55473.354838709674,466
P466,53249.03004291846,55653.075107296136,467
