no_of_processes,err_avg_wait_time,err_avg_turnaround_time,err_context_switches,dqrr_avg_wait_time,dqrr_avg_turnaround_time,dqrr_context_switches
78,7869.461538461538,8193.97435897436,84,19362.666666666668,19687.17948717949,179
79,7954.898734177215,8278.316455696202,88,19467.936708860758,19791.354430379746,181
80,8038.1375,8360.4625,88,19681.2,20003.525,183
81,8107.20987654321,8428.432098765432,88,19805.814814814814,20127.037037037036,185
82,8173.658536585366,8493.780487804877,88,20012.768292682926,20332.89024390244,189
83,8249.43373493976,8568.44578313253,92,20158.265060240963,20477.277108433736,190
84,8314.380952380952,8632.261904761905,90,20360.619047619046,20678.5,193
85,8377.282352941176,8694.011764705883,92,20499.682352941178,20816.41176470588,195
86,8446.232558139534,8761.813953488372,94,20695.25581395349,21010.837209302324,197
87,8511.149425287356,8825.586206896553,95,20805.35632183908,21119.793103448275,199
88,8575.704545454546,8888.988636363636,94,20971.045454545456,21284.329545454544,203
89,8648.662921348314,8960.786516853932,98,21075.629213483146,21387.752808988764,204
90,8714.677777777777,9025.622222222222,96,21260.077777777777,21571.022222222222,207
91,8784.824175824177,9094.593406593407,99,21359.30769230769,21669.076923076922,209
92,8858.66304347826,9167.25,99,21540.717391304348,21849.304347826088,211
93,8924.010752688173,9231.41935483871,99,21635.612903225807,21943.021505376346,213
94,8997.010638297872,9303.22340425532,102,21781.212765957447,22087.425531914894,217
95,9055.273684210526,9360.273684210526,101,21868.58947368421,22173.58947368421,218
96,9114.8125,9418.604166666666,103,22038.65625,22342.447916666668,221
97,9167.876288659794,9470.453608247422,103,22121.690721649484,22424.268041237112,223
98,9222.5,9523.84693877551,103,22283.98979591837,22585.336734693876,225
99,9281.353535353535,9581.484848484848,105,22362.81818181818,22662.949494949495,227
100,9342.26,9641.18,105,22493.17,22792.09,231
